,Unnamed: 0,index,Career_Level,Company,Description,Summary,Job_Type,Qualification,JobTitle,Years_Experience,Industry,Location,Salary,Posted_On,Benefits_Dental_Insurance,Benefits_Five-day_work_week,Benefits_Free_shuttle_bus,Benefits_Life_insurance,Benefits_Medical_insurance,Benefits_Overtime_pay,Benefits_Performance_bonus,Benefits_Transportation_allowance,Benefits_Travel_allowance,Benefits_Double_pay,Benefits_Education_allowance,Benefits_Work_from_home,Jobsdb_Indeed,Python,SQL,Machine Learning,Spark,Java,Data Mining,Hadoop,Tableau,Hive,SAS,Big Data,GCP,AI,R,AWS,Azure
128,128,149,Entry Level,Cignal Technology Company Limited,"OKEx provides hundreds of token & futures trading pairs to help traders to optimize their strategy. We are also one of the top digital asset exchanges by trading volume, serving millions of users in over 100 countries. OKEX derivatives remains a top-notch
 venue globally and has a daily volume of approximately $4 billion and is widely recognized as the golden standard of crypto exchange.

What the day to day looks like:

You will develop self-driven analyses on customer behavior and product usage which drive growth and inform business decisions
Your analysis will lead to actionable insights 
Ideally candidate background to excel in the job


Programming skills (Python, PySpark, SQL, Hadoop)
Statistical Modelling Analytical Techniques and Technology
Strong communication skills and stakeholder management
Logical thinking and approach to problem solving
Eagerness to learn ","Junior data analyst for the BD team,Fresh graduate welcome ,Young and energetic envirnoment",Full Time,Degree,Data Analyst,,Information Technology,Causeway Bay,Salary Provided,2020-09-03,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Jobsdb,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0
129,129,150,Middle,EY,"The opportunity


The EY Financial Services technology consulting team is continuing to grow and develop appropriate technology propositions aligned to market needs and demand, in particular in the space
 of Data and Analytics. We work collaboratively with the financial services clients and other EY teams to enhance their ability to use and interpret modern technologies and data, and develop their own enhanced capabilities to support better decision making,
 along with regulatory compliance, within their business.
Our consultants need the vision to articulate the big picture and the precision to see the smallest of details, all whilst focusing
 on the financial services domain. Technology and information are the assets which enable this, and our data and analytics practice provides innovative approaches to unlocking this value, solving many of our clients’ biggest challenges.
If you think you can meet the challenges of a focused consulting organization, understand how to grow and lead in a growing practice
 and work in the most complex of sectors our team is looking forward to hearing from you.
 
Your key responsibilities 

Architecting and designing Big Data platforms on cloud or on-premise
Advising clients on latest big data and analytic technologies
Mentoring junior team members
Working in mixed discipline project teams to deliver tailored advice to financial services clients
Documenting the architecture against business requirements
Providing architecture input to pre-sales activities
Presenting and explaining Big Data Architecture technologies to senior client stakeholders

To qualify for the role, you must have 

6+ years industry experience in Data & Analytics with 1-3 years experience in a similar role as a Solution Architect, Data Warehouse Architect or Big Data Architect
Experience with or knowledge of traditional DW environments: Teradata, Oracle, DB2, SQL Server
Experience with or knowledge of Batch and real-time streaming technologies such as Datastage, Informatica, ODI, Spark, Flink, Kafka
Experience with or knowledge of Big Data platforms such as Hortonworks, MAPR, EMR, HDInsight or Cloudera
Experience with or knowledge of cloud platforms such as Azure, AWS, Google Cloud Platform or Alibaba
Strong communications skills, written and verbal in English and Chinese (Cantonese or Mandarin)

What we will provide you

We strive to recruit the talented people. This means you will be surrounded by highly skilled and passionate individuals wherever you go at EY.
When you join our team, you open the door to a stimulating international career. It is rewarding to be part of an organization that is at the forefront of analytics. You will get a chance
 to work on and support sophisticated and market-leading products. We are a global organization with a promising future and lots of opportunities for you to evolve and grow.
A culture where respect, integrity and teaming define the way we work together. You'll also find support for your continuous growth and success.

What working at EY offers

Support, training, coaching and feedback from some of the most engaging colleagues around
A variety of roles and client experiences, our senior leaders work with multiple client projects solving complex problems across industries
Opportunities to develop new skills and progress your career
The freedom and flexibility to handle your role in a way that’s right for you

If you can confidently demonstrate that you meet the criteria above, please contact us as soon as possible.
Join us in building a better working world.  
Apply now.","University/Bachelor’s Degree required,6+ years industry experience in Data & Analytics,Excellent command in both English and Chinese",Full Time,Degree,Data Engineer,6.0,Accounting / Audit / Tax Services,Quarry Bay,Salary Negotiable,2020-09-03,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,1,0,1,0,0,0,0,0,0,1,0,0,1,1,1
130,130,151,Entry Level,PCCW Solutions Limited,"The Job: Responsible for day-to-day support in our 7x24 Data Center Coordinate with both internal technical support team and external vendors for scheduled and non-scheduled activities Ensure our Data Center is operating up to standard by keeping and summarizing the record of the environmental data Perform shift duty  The Person:   Higher Diploma in Computer Science, Information Technology or related disciplines Experience in IT related field is preferred Initiatives to learn with positive attitude and responsible A good team player with analytical & problem-solving skills, self-motivation and good interpersonal skills Good command of spoken and written English and Chinese  ","Day-to-day support in 7x24 Data Center,Ensure our Data Center is operating up to standard,Shift duty",Full Time,Non-Degree Tertiary,Data Centre Related,,Information Technology,Kwai Tsing Area,Salary Negotiable,2020-09-03,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
131,131,152,Middle,PCCW Solutions Limited,"The Job: Manage day to day data center operations Making roster plan for resources Lead a team of DC operators, supervise their job performance and ensuring jobs comply to process and operation procedure Making sure services agreed with customers are fulfilled by the team Cross checking the quality of services provided by the team Work on improvement/enhancement plan for DC operational task when process flaw is identified Coordinate with both internal technical support team and external vendors for scheduled and non-scheduled activities Ensure our Data Center is operating smoothly and archive the KPI Preparing reports for customers and attending customer meetings addressing DCO related matters Attending regular customer meeting as defined in the service contract  The Person: Higher Diploma in Computer Science, Information Technology or related disciplines Minimum 5 years experience in data center operations In-depth knowledge on data center operations and processes Experience in change / incident management Experience in audit process such as PCI DSS, SOC, ISO27001, ISO14001, ISO9000 & ISO20000 A good team player with analytical & problem-solving skills, self-motivation and good interpersonal skills ITIL V3 foundation certification Good command of spoken and written English and Chinese Experienced in leading a DC operation team working on shift Able to articulate and reason with customers on arising matters  ","Manage data center operations,Ensure our Data Center archive the KPI,PCI DSS, SOC, ISO27001, ISO14001, ISO9000 & ISO200",Full Time,Non-Degree Tertiary,Data Centre Related,5.0,Information Technology,Kwai Tsing Area,Salary Negotiable,2020-09-03,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
132,132,153,Middle,HKT,"As a member of our data analytics team in csl, you will responsible for target database list generation, data extraction, campaign tracking, business
 performance reporting, customer data analysis and provide fact-based data driven insights on customer behavior to support and drive business initiatives.
Your role

Perform data extraction to fulfill marketing programs’ requirements
Compile regular and customized reports related to business performance, service usage and customer analysis
Apply statistical modeling to identify business opportunities and areas for improvement
Perform campaign tracking, assist in execution of standard data mapping jobs and verify data sets
Reveal and uncover insights by exploring and mining structured and unstructured data
Provide ongoing database support for segment marketing activities with well mechanism in maintaining an accurate and up-to-date database
Conduct user acceptance test of in-house-developed applications, as well as develop supervised and unsupervised machine learning models
Apply analytical methods and algorithms to build data products that generate business insights and improve operational efficiency

To succeed in this role


University graduate in Statistics, Computer Science, Information Technology, Data Science, Engineering or other relevant disciplines
1 - 3 years' working experience in programming, data extraction, MIS
Proficiency in relational databases - SQL, SAS, VBA and FoxPro, with knowledge and experience on Cognos, Excel, Python, Java, Java script
Practical experience in working with BI visualization tools (e.g. Qlik View, Qlik Sense, Tableau)  is an advantage
Technical knowledge on different server operating systems is preferred
Good analytical and problem solving skills, able to work under tight timeline
Self-motivated and able to accomplish multiple tasks with minimal supervision
Good interpersonal and communication skills and able to work with people at all levels
Good command in both spoken and written English
**Candidate with more experience will be considered for the position of Senior Data Analyst

HKT is an equal opportunity employer and welcomes applications from all qualified candidates. Information provided will be treated in strict confidence
 and will only be used for recruitment-related purposes. Personal data provided by job applicants will be used strictly in accordance with the employer's privacy statement (www.hkt.com/privacy-statement), a copy of which will be provided immediately upon request.","data analytics,Information Technology,Computer Science","Full Time, Permanent",Degree,Data Analyst,1.0,Telecommunication,Quarry Bay,,2020-09-03,No,No,No,No,No,No,Yes,No,No,No,No,No,Jobsdb,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0
133,133,154,Middle,HKT,"Your role


Build enterprise Big Data Analytic and AI blueprint and collaborate with business users across the organization to assess their needs and define analytical strategy
Handle Data Processing for 5G, iOT, Telecom, Banking Financial data to support Digital Transformation
Assist the evaluation, selection and implementation of tools for data integration, analytics, machine learning and visualization
Analyze structured and unstructured data, visualize findings and discover insights via data modelling, machine learning and optimization technique
Build real time integration capabilities from data source and analytic platform to customer touchpoints
Collaborate with business users, data scientists, technical expertise, various workgroups

The Person

Degree Holder Computer Science, Information System, Statistics, Mathematics, or related disciplines
3-5 years solid experience in Data Analytics or Data Warehouse
Experience in below is desirable:

Python, Java or ETL tools (e.g. IBM DataStage, Informatica, etc.) appropriate for large scale data processing, and SQL development, OR
Campaign Management platform (e.g. SASCI, Radica, Salesforce, Emarsys, etc.), OR
Data Visualization platform (e.g. QlikSense, QlikView, Tableau, PowerBI, Jasper, etc.)
Hadoop Big Data Platform,  Spark & Scala is desirable
Interface with AI Chatbot, Campaign Management  Systems for Digital Marketing and Mobile Apps

Good analytical and communication skills and ability to work in a collaborative environment
Effective communication is a must
Strong oral and written presentation in English and Chinese. Mandarin is a plus
Experience in conducting Business and System Analysis with strong business acumen and leadership skills may consider as System Analyst
Working knowledge on Telecommunications industry is a plus
","Build enterprise Big Data Analytic,AI blueprint,5G, iOT, Telecom, Banking Financial data","Full Time, Permanent",Degree,Data Analyst,3.0,Telecommunication,Chai Wan,,2020-09-03,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,0
134,134,155,Entry Level,太陽金業聯合有限公司,"Kowloon Bay

Job Description:
- Mainly data checking
- Data entry and maintain accurate records in the relevant system
- General clerical duties such as data entry, filing
工作描述:
主要工作為核對資料
細心準確處理資料的輸入及核對，編制相應資料報告
協助處理會計文件

","Kowloon Bay,Clerk,Data Entry",Full Time,School Certificate,Data Entry,,Others,Kowloon Bay,"HK$14,000 - HK$17,000 /month (negotiable)",2020-09-03,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
135,135,156,Not Specified,NewPages Recruitment Company Limited,"
Our client is an MNC with its regional office in Hong Kong. Currently, they are hiring a Data Engineer who develops a chatbot and customer-facing digital application solutions. They are looking for someone detail-minded, analytical with good communication skills.Responsibilities: 

Implement NLP/ML/AI techniques in the development stage to improve the customer journey
Develop structuring, sourcing new data sources across digital channels
Provide technical support for the department including design and building data models for product development
Work closely with the different business units to support users usages for the product


Requirement: 

Bachelor in Data Science, Statistics, Computer Science, Information Technology or related disciplines
Experience with NLP/ ML/ AI Speech Recognition solutions
Programming knowledge in SQL, C++, Python, Java
Good cross-team communication and organizational skills

Interested parties please submit your detailed resume with current and expected salary by clicking the “Apply Now” button or contact 3611 5820 for further information.","Global listed company,NLP/ ML/ AI ,Sizable Data Center infrastructure and facility","Full Time, Permanent",Not Specified,Data Engineer,,Human Resources Management / Consultancy,,"HK$35,000 - HK$45,000 /month ",2020-09-03,No,Yes,No,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Jobsdb,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0
136,136,157,Middle,BDO Financial Services Limited,"Our client
is a multinational bank with an all-rounded financial operations at its prime within the APAC region.  They are looking for a young and energetic individual to support their Group Finance Project initiatives

 Responsibilities: 


Develop Dashboards to monitor operations performance
Consolidate a large amount of market data and apply analytical methods to generate business insights and improve operational
 efficiency Develop Qlik Sense solutions (or equivalent) as a BI tool to visualize and automate reporting
Facilitate and coordinate with different functional units to including front office, middle office and supporting
 departments to ensure the progress of the projects /initiatives Cultivate the mindset of internal customers on continuous improvement through various improvement initiatives
Keep abreast of the market, suggest and propose new improvement initiatives
Liaise with business users and IT on defining project initiatives, requirement documentation and analysis
Develop testing schedules and test plans for UAT with close monitoring on implementation progress
Document on workflow procedures for business users
Provide recommendations on operational process workflows reviews and solutions

 Requirements: 

Tertiary qualification or above preferred
At least 5 years’ experience in performing data analysis, dashboards development and project coordination
Experience in business transformation/ digital project is an advantage
Good Knowledge with project mechanics and process design techniques preferred
Well versed in digital business insight and 
Good business analysis, problem solving and facilitation skills
Able to manage personal workload with good communication skills
Good command of both written and spoken English, Cantonese & Mandarin
","Temp to Perm role,Banking Experience a Must,Visualization Tool ","Contract, Full Time, Permanent",Degree,Data Analyst,5.0,Banking,,Salary Negotiable,2020-09-03,No,Yes,No,No,No,Yes,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
137,137,158,Middle,Randstad Hong Kong Limited,"BenefitsDiscretionary bonus5 days workAnnual leave 12-15daysGroup MedicalAbout the CompanyOur company is a well known company in the market who also operate a data centre in TKO area.About the role Coordinate Data Centre integration projects; work with construction team to provide professional advice, technical and critical data analysis related to the overall system facility architecturePrepare, certify and approve method statement and working procedureResponsible for Data Centre facility maintenance to ensure the smooth running of the 24-hours operationProvide facility management services including planned routine maintenances and ah-hoc emergency callsLiaise with various parties such as contractors, engineers and technical staff for facility management services and fitting out projectRequirementHigher Diploma or above in Building Services Engineering /Mechanical Engineering/ Electrical Engineering / Facilities Management or relevant disciplinesMinimum 5 years' relevant experiences in E&M consultant/construction field in Data Centre industry or critical industrial automation and controls systems designREW A0/ B0/ C0 would be an advantageGood command of English and MandarinInterested parties please apply the job by clicking the appropriate link with your updated resume and salary details to [email protected] or contact Monnie Tam by +852 2232 3412 We regret only shortlisted candidates will be contacted.","International Company with great culture,REW B0, Electrical Engineering,Data Centre facilities repairs and maintenance","Full Time, Permanent",Degree,Data Centre Related,6.0,Engineering - Electrical / Electronic / Mechanical,,"HK$30,000 - HK$55,000 /month (negotiable)",2020-09-03,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
138,138,159,Not Specified,Clustertech Limited,"To grow our business in advance technology, we are looking for high calibre sales candidates to join our HK sales team. Reporting to the Head of Hong Kong Business Development, this new
 hunter will focus on generating new business for our Artificial Intelligence (AI)/Machine Learning (ML)/Big Data Analytics products and services for enterprises and government departments.

You will find yourself suitable for our team if:

You can manage complex opportunities with multiple stakeholders
You enjoy the autonomy of creating solutions for your clients
You like to solve business problems with advanced technologies with your solution selling skills


Role and responsibilities:

Formulate and implement business strategies to achieve sales target
Identify new business opportunities and penetrate new accounts
Develop and maintain good customer relationship to uncover customer business needs and generate demand
Develop and deliver compelling customer presentations to articulate business and/or technical value of our solutions and services
Work with pre-sales to scope projects and formulate solutions
Primarily work in Hong Kong, with occasional traveling to the Mainland China
More experienced candidate may be considered for Sales Sales Manager position

Requirements:

Location: Hong Kong (no relation or corss-border commutes)
University graduates in any disciplines
Minimum 2 years of sales experiences serving enterprise or government clients
Solution integrator or technology consulting experience is preferred
Technical knowledge in data mining, text mining and NLP is definitely a plus.
Existing extensive network and contacts in the relevant vertical industry/market
Track record of over-achieving quota in past direct sales positions
Complete comfort in working at all levels of the organization
Self-motivated, aggressive, independent and dependable team player
Good communication, interpersonal and presentation skills with good command of written and spoken English, Mandarin and Cantonese.

Remuneration Package:
Competitive remuneration package with attractive commission scheme.

Feel excited already?

Go to https://www.clustertech.com/AI-and-Analytics to take a look at our solutions and products!","Sales related,IT industry,Shatin, 5-day work week","Full Time, Permanent",Not Specified,Data Analyst,,Information Technology,Shatin Area,Salary Negotiable,2020-09-03,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Jobsdb,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0
139,139,160,Not Specified,Clustertech Limited,"Job Description:

Solve practical problems by using computational skills and cross-category approaches of data mining/statistics/artificial intelligence/mathematical optimization;
Utilize user characteristics and behavior data, financial data to do data mining and model building analysis;
Participate in client research to collect users’ need, prepare reports of clients’ behavior analysis;
Be required to travel to the mainland on a need basis;

Job Requirements:

Major in Computer Science, Engineering, Statistics or related disciplines;
1-2 years hands on relevant working experience;
Good at analytical thinking with solid mathematics knowledge;
Good master of foundation theories and approaches of data mining or statistics field;
Proficiency in Java, Python, R or at least one programming language;
Knowledge of data structure and algorithm;
Experience in processing mass data, model building, and product improvement by mathematical approach is preferable;
Knowledge of MYSQL,ORACLE database operation with excellent tuning skills is an advantage;
Knowledge of machine learning or statistics field with experience in data mining projects is preferred;
Team spirit, proactive in idea sharing with good communication skills (Chinese and English);
Preference will be given to candidates with high integrity, team spirit, strong sense of responsibility, and passion for the application of modern computing technology in China;

We offer competitive remuneration package including 5-day work and 15-day annual leave to the right candidate with excellent career advancement.


All applications will be treated in strict confidence. Personal information collected will be used solely for the purpose of recruitment. If you are not invited for an interview within 4 weeks, your application
 will be filed for a further 2 years and be considered for any other appropriate positions within the company or related companies.


For more information about ClusterTech, please visit our web site at http://www.clustertech.com.","Problem solving and big data analysis,Work both in HK and mainland,Shatin, 5 days work week, 15-day annual leave","Full Time, Permanent",Degree,Data Scientist,1.0,Information Technology,Shatin Area,Salary Negotiable,2020-09-03,No,Yes,No,Yes,No,No,No,No,No,No,No,No,Jobsdb,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
140,140,162,Entry Level,"Huawei Services (Hong Kong) Co., Ltd.","Responsibilities:
Maintenance

Responsible for the operation and maintenance of the cloud data center site, responsible for on-site reliability and associate project delivery
Responsible for inspection of on-site data center and equipment health check (check health lights). After the hardware failure of the equipment is received, report to the manufacturer for repairing.
Follow the instructions to verify the IDC supplier's acceptance of the cabinet and on-site data center hosting service (racks/power/cooling) delivery confirmation.
The on-site interface personnel dispatched by the customer communicates well with the on-site IDC supplier.
No shift and fixed working hours. 

Service Delivery

According to the design requirements, the on-site construction unit is instructed to carry out the hardware delivery of the equipment, including the hardware installation and the cable jumper interconnection. Do a good job in construction safety and
 quality (normative) protection, and count the workload. Perform initialization tasks for IT equipment (mainly servers, switches, and third-party equipment) according to the guide, such as management port configuration, Raid, and initial configuration of the switch.

Onsite Management

Management equipment receipt and delivery, on-site hardware assets, consumables safety.
Accuracy guarantee of warehouse information. Inbound and outbound third-party authorization and corresponding move in & out form filling and data statistics through the supplier IDC platform
Provide regular reports to customers Support other onsite duties ad hoc duties if requested; 
Requirements:

Computer and communication related education background, have the following (the first) more than two years work experience,
Server Operation and Maintenance Network Management Data Center management System Integration Delivery Be familiar with the X86 server architecture and understand the basic principles of network devices. To understand the virtualization architecture, it is prior to using the experience of the virtual platform and Huawei equipment.
Proficiency in Microsoft office, working e-flow documents report.
Good command of written and spoken Mandarin, English, Cantonese;
Detail-minded, presentable, good communication skill and strong sense of responsibility;
Cheerful, pleasant, flexible with a can-do attitude and punctual;
Fast paced, flexible and proactive team player 
Interested parties, please send your full resume and expected salaries via JobsDB.","Operation and maintenance routine task implementat,Service Delivery,Onsite Management",Full Time,Non-Degree Tertiary,Data Centre Related,3.0,Telecommunication,,Salary Provided,2020-09-02,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,141,163,Middle,Hays,"Seeking a Data Developer for a Chinese Investment Bank   Your new company This is a hiring for the investment arm of one of the largest Chinese Bank. Due to expansion, they are now hiring a Senior Data Development Analyst to join their firm.Your new role Working in a sizeable team, you will be assisting the development of data management system. You will design and develop the in-house reporting programs including reporting tools, ETL and BI dashboard. You will work closely with headquarter and complete the tasks required in System Development Life Cycle (SDLC). You will perform UAT testing on system deployedWhat you'll need to succeed You will have at least 4 years of experience in data development/ management/ programming for banks, securities or system vendor. Technical knowledge in SQL, Java, Shell Scripts, Python, Node.js is an advantage. Fluency in Mandarin is a preferred.What you need to do now If you're interested in this role, click 'apply now' or for more information and a confidential discussion to this role or to find out more about data developer or management opportunities, please contact Gillian Lam on +852 2230 7433 or email your CV to [email protected].","Investment bank, brokerage or securities,Centrally located,Adoption of new technology","Full Time, Permanent",Degree,Programmers,,Information Technology,,Salary Provided,2020-09-02,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
142,142,164,Middle,Bank of China (Hong Kong) Limited,"Responsibilities:  Prepare risk management reports for submission to senior management, head office, the board…etc. in Chinese and English language.  Perform loss data reconciliation and analysis. Perform analysis of the data in related to the use of risk management tools. Maintain operational risk management related policies & procedures. Handle other operational risk management related tasks such as stress test scenario design and test coordination, ICA information preparation, operational risk related insurance annual review. Knowledge in ICAAP will be an added advantage.  Requirements:  Bachelor Degree holder or above with major in Risk Management, Translation, Accounting, Computer Science and other related disciplines. At least 5 years’ experience in operational risk management and/or management information reporting. Good English and Chinese writing skill. Proficiency in Mandarin. Good analytical skill. Able to work independently and a good team player. ","Prepare risk management reports,Perform loss data reconciliation and analysis,Maintain operational risk related policies",Full Time,Degree,Data Analyst,5.0,Banking,Central,Salary Provided,2020-09-02,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
143,143,165,Middle,Manpower Services (Hong Kong) Limited,"Responsibilities:Establish, maintain and enforce enterprise architecture principles, best practices and policies that govern the use of IT in different IT domains in line with strategic business prioritiesBe an advocate of the architectural framework to promote the use of standards, patterns and facilitate a more agile and responsive IT environment for delivery and operationsApply architecture principles and governance mechanisms in Architecture review meetings with active contribution such as solutioning, technology adoption, data strategy, security and operation supportContribute to the design of the Target State Architecture and the development of the Architectural Roadmap with the aim to optimize the application landscape and technology portfolio for an efficient IT operationPlan and evaluate emerging technologies and drive innovative IT ideas in the development of strategic proposals through proof-of-concept projectsArticulate the architecture vision and promote the adoption of IT strategic projects to senior stakeholdersLead technical discussion with peer architects, developers and project managers to validate design and derive fit-for-purpose solutionLead the effort in new technology evaluation and onboarding, followed by establishing new standards, best practices and guidelinesLead the effort in strategic enterprise architecture planning and execution such as optimizing application portfolios, establishing technology reference models and mapping to capability modelsRequirements: A recognized university degree in Information Technology, Computer Science, or related disciplines.At least 8 years of experience working in IT with some demonstrable experience in strategic projectsStrong experience in hands-on solution design and end-to-end SDLC Governance and enforcementStrong technical knowledge in data architecture / cloud architecture, integration / middleware architecture, API / Microservices and security architectureGood understanding of the current industry and technology trends such as Data Lake, Azure and Big DataExcellent communication and leadership skills, as well as analytical, numerical, Strategic and innovative skillsGood at stakeholder management and project managementProactive, inquisitive, performance driven and results orientedInterested parties please email a MS Word version resume and expected salary to [email protected] (cc:  [email protected]) and quote the job reference no.","Sham Shui Po,5-day work,Salary range salary negotiable",Contract,Degree,Data Architect,7.0,Human Resources Management / Consultancy,Sham Shui Po Area,Salary Negotiable,2020-09-02,No,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
144,144,166,Entry Level,E.C. Fix Technology Limited,"Our client is now looking for Data Center Site Lead to join within the team.

This Data Center Site Supervisor role is on shift to provide 356*24*7 data center operational support within data centers. In additional to providing consistent operational support the Data Center Supervisor is expected to use their
 creativity and IT skills to automate repetitive tasks and work towards continuous improvement of the consistency and the effectiveness of data center operations. 
Working Location: Wong Chuk Hang / Kwai Hing / Airport
Responsibilities:

This role is to work closely with data centre site operators, and responsible for providing 356*24*7 excellent support for data centre operations and services.
Manage the day-to-day data centre operation following industry best practice
Responsible the data centre access, security control and key management
Act as the first line support contact with colocation on any data centre related operation and facility
DC floor space capacity management and inventory update (rack space, power consumption, data centre cooling)
Regular patrol the IT equipment status and healthiness
Provide any physical or remote hand support for incident and change related (including consumable parts installation and removal)
CCTV and IT system monitoring
Incident management related to data centre operations
Operation room, Tape Vault, Staging and Store room management, record and control
Escorting service when needed
Act as the DCIM administrator and responsible for the content update
Execute the physical OAT exercise for any activities in data centre
Cable installation and management
Mount / dismount equipment
Generate operation report
Perform goods receivable at data centre

Requirements:

24*7 shift duty is required
Diploma of IT or above
Minimal 3 year data centre working experience
Experience of manage 100+ racks size data centre operation
Able to work well with others and as part of a technical team
Ability and willingness to proactively accept and change to accomplish positive outcomes
Good communication skill, fluent in both English and Cantonese


***** Please provide your expected salary in your CV for reference *****  
Interested party, please send your details resume with current and expected salary to our Human Resources Department by email MS WORD Format ONLY.
 All information provided will be treated in strict confidence and used solely for recruitment purposes. The resume will be retained for a period of two years for future recruitment purposes within our group and clients.","US based Data-driven Solution Company,Manage Day-to-day Data Centre Operation,Private and Public Cloud Environment","Contract, Full Time",Matriculated,Data Centre Related,3.0,Information Technology,Kwai Hing,Salary Provided,2020-09-02,Yes,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
145,145,167,Entry Level,E.C. Fix Technology Limited,"Our client is now looking for Data Center Site Operator to join within the team.

This Data Center Site Operator role is on shift to provide 356*24*7 data center operational support within data centers. In additional to providing consistent operational support the Data Center, operators are expected to use
 their creativity and IT skills to automate repetitive tasks and work towards continuous improvement of consistency and effectiveness of data center operations. 

Working Location: Wong Chuk Hang / Kwai Hing / Airport
Responsibilities:

Manage the day-to-day data centre operations following industry best practice
Responsible the data centre access, security control and key management
Act as the first line support contact with colocation on any data centre related operation and facility
DC floor space capacity management and inventory update (rack space, power consumption, data centre cooling)
Regular patrol of IT equipment checking status and healthiness
Provide any physical or remote hand support for incident and change related (including consumable parts installation and removal)
CCTV and IT system monitoring
Incident management related to data centre operations
Operation room, Tape Vault, Staging and Store room management, record and control
Escorting service when needed
Act as the DCIM administrator and responsible for the content update
Execute the physical OAT exercise for any activities in data centre
Cable installation and management
Mount / dismount equipment
Generate operation report
Perform goods receivable at data centre

Requirements:

24*7 shift duty is required
Diploma of IT or above
Minimal 1 year data centre working experience
Able to work well with others and as part of a technical team
Ability and willingness to proactively accept and change to accomplish positive outcomes
Good communication skill, fluent in both English and Cantonese
Sound knowledge on major programming languages such as HTML, XHTML, CSS, JavaScript, JQuery, NodeJS, AngularJS, Java, Web Services and API's is a plus
Sound knowledge in parsing/querying/searching technology like ElasticSearch, Logstash, Kibana and understanding of code versioning tools like Git would be an added advantage


***** Please provide your expected salary in your CV for reference *****  
Interested party, please send your details resume with current and expected salary to our Human Resources Department by email MS WORD Format ONLY. All
 information provided will be treated in strict confidence and used solely for recruitment purposes. The resume will be retained for a period of two years for future recruitment purposes within our group and clients.","US based Data-driven Solution Company,Manage Day-to-day Data Centre Operation,Private and Public Cloud Environment","Contract, Full Time",Matriculated,Data Centre Related,1.0,Information Technology,Kwai Hing,Salary Provided,2020-09-02,Yes,No,No,No,No,No,No,No,No,No,No,No,Jobsdb,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
